"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0ChangedEval","img0FirstEval","img0LastEval","img1","img1ChangedEval","img1FirstEval","img1LastEval","img2","img2ChangedEval","img2FirstEval","img2LastEval","img3","img3ChangedEval","img3FirstEval","img3LastEval","img4","img4ChangedEval","img4FirstEval","img4LastEval","img5","img5ChangedEval","img5FirstEval","img5LastEval","img6","img6ChangedEval","img6FirstEval","img6LastEval","img7","img7ChangedEval","img7FirstEval","img7LastEval","img8","img8ChangedEval","img8FirstEval","img8LastEval","img9","img9ChangedEval","img9FirstEval","img9LastEval","income","moral1","moral2","moral3","moral4","moral5","moral6","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","priceTreatment","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","study1End","study2End","studyEnd","openEnded","condition","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","moral1V","moral2V","moral3V","moral4V","moral5V","moral6V","agencyV","patiencyV","moralV","artV","img0changeEvalTmp","img0initialEvalTmp","img0finalEvalTmp","img1changeEvalTmp","img1initialEvalTmp","img1finalEvalTmp","img2changeEvalTmp","img2initialEvalTmp","img2finalEvalTmp","img3changeEvalTmp","img3initialEvalTmp","img3finalEvalTmp","img4changeEvalTmp","img4initialEvalTmp","img4finalEvalTmp","img5changeEvalTmp","img5initialEvalTmp","img5finalEvalTmp","img6changeEvalTmp","img6initialEvalTmp","img6finalEvalTmp","img7changeEvalTmp","img7initialEvalTmp","img7finalEvalTmp","img8changeEvalTmp","img8initialEvalTmp","img8finalEvalTmp","img9changeEvalTmp","img9initialEvalTmp","img9finalEvalTmp","img8changeEvalV","img8initialEvalV","img8finalEvalV","img10changeEvalV","img10initialEvalV","img10finalEvalV","img3changeEvalV","img3initialEvalV","img3finalEvalV","img4changeEvalV","img4initialEvalV","img4finalEvalV","img5changeEvalV","img5initialEvalV","img5finalEvalV","img6changeEvalV","img6initialEvalV","img6finalEvalV","img1changeEvalV","img1initialEvalV","img1finalEvalV","img9changeEvalV","img9initialEvalV","img9finalEvalV","img7changeEvalV","img7initialEvalV","img7finalEvalV","img2changeEvalV","img2initialEvalV","img2finalEvalV","initEvalV","finalEvalV","changeEvalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"144",173,1982,"Slightly","Slightly","Slightly","Slightly","Somewhat","Slightly","Somewhat","Yes","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No","Graduate degree","Male",2,"True",500,1200,3,"True",400,1000,7,"True",400,600,9,"True",1400,2000,6,"True",1400,2200,8,"True",900,1200,5,"False",900,1200,4,"False",900,1200,1,"True",1400,2200,10,"True",900,1600,"$100,000-$150,000","Not at all","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","Max","5ee8fdbb6b0e1325a483f9fa","Caucasian","6059b93a7b25ebc18f58048b","605990fadf3c32e5e48028c8","{'attCheckEnd': 341491, 'consentEnd': 15115, 'demographicsEnd': 412442, 'introEnd': 28338, 'study0End': 262419, 'study1End': 287402, 'study2End': 302306, 'studyEnd': 315626}","post",341491,15115,412442,28338,262419,287402,302306,315626,"They had an odd shine effect to them.","Max",1,1,1,1,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1.16666666666667,0,0.166666666666667,1.5,700,500,1200,600,400,1000,200,400,600,600,1400,2000,800,1400,2200,300,900,1200,0,1200,1200,0,1200,1200,800,1400,2200,700,900,1600,300,900,1200,700,900,1600,600,400,1000,0,1200,1200,0,1200,1200,800,1400,2200,800,1400,2200,600,1400,2000,200,400,600,700,500,1200,970,1440,470,3,0,3,0,2,2,1.66666666666667,39
"145",174,1992,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Yes","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","No","Bachelor's degree or lower","Female",3,"False",-1,1600,4,"True",5000,4000,7,"False",5000,800,6,"False",5000,2800,5,"False",5000,5500,2,"False",5000,1500,10,"False",5000,4700,8,"False",5000,5600,1,"False",5000,6100,9,"False",5000,5400,"$40,000-$59,999","Not at all","Not at all","Slightly","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Mean","5eea75f39b71f11787d288a1","Hispanic","6059a8e97bce5651055a29bc","605990fadf3c32e5e48028c8","{'attCheckEnd': 347879, 'consentEnd': 14352, 'demographicsEnd': 407584, 'introEnd': 102632, 'study0End': 232551, 'study1End': 288923, 'study2End': 307328, 'studyEnd': 323509}","post",347879,14352,407584,102632,232551,288923,307328,323509,"","Median",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,1600,1600,-1000,5000,4000,0,800,800,0,2800,2800,0,5500,5500,0,1500,1500,0,4700,4700,0,5600,5600,0,6100,6100,0,5400,5400,0,5600,5600,0,4700,4700,0,1600,1600,-1000,5000,4000,0,5500,5500,0,2800,2800,0,6100,6100,0,5400,5400,0,800,800,0,1500,1500,3900,3800,-100,1,1,1,2,1,3,1.5,29
"146",175,1987,"Slightly","Moderately","Somewhat","Moderately","Moderately","Extremely","Extremely","No","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes","Bachelor's degree or lower","Male",7,"False",-1,900,6,"False",-1,1000,3,"False",-1,600,9,"False",-1,400,1,"False",-1,2000,2,"False",-1,1400,10,"False",-1,1800,5,"True",2200,1900,8,"False",2200,1800,4,"True",3500,1500,"More than $150,000","Moderately","Somewhat","Extremely","Somewhat","Moderately","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Mean","5ef000ad8343cb5070497915","Asian","605a9797bf8dc8aebea76eff","605990fadf3c32e5e48028c8","{'attCheckEnd': 151158, 'consentEnd': 5015, 'demographicsEnd': 184747, 'introEnd': 20851, 'study0End': 93349, 'study1End': 108649, 'study2End': 128138, 'studyEnd': 142573}","post",151158,5015,184747,20851,93349,108649,128138,142573,"","Median",1,3,2,3,3,4,4,0,0,0,0,0,0,0,3,2,4,2,3,3,2.66666666666667,0,2.83333333333333,2,0,900,900,0,1000,1000,0,600,600,0,400,400,0,2000,2000,0,1400,1400,0,1800,1800,-300,2200,1900,0,1800,1800,-2000,3500,1500,0,1800,1800,0,1800,1800,0,600,600,-2000,3500,1500,-300,2200,1900,0,1000,1000,0,2000,2000,0,400,400,0,900,900,0,1400,1400,1560,1330,-230,1,0,2,2,2,2,1.5,34
"147",176,1992,"Slightly","Not at all","Somewhat","Not at all","Not at all","Not at all","Extremely","Yes","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Male",7,"True",1700,1200,9,"False",1700,2000,4,"True",10000,700,6,"False",10000,600,10,"False",10000,400,2,"False",10000,700,3,"False",10000,900,1,"True",1500,400,5,"True",200,500,8,"False",200,800,"Prefer not to respond","Not at all","Moderately","Moderately","Somewhat","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Min","5ef32a206183a40179a9f750","Caucasian","6059a6a07dc53914a1ad52b1","605990fadf3c32e5e48028c8","{'attCheckEnd': 230488, 'consentEnd': 2623, 'demographicsEnd': 292544, 'introEnd': 20392, 'study0End': 145018, 'study1End': 167139, 'study2End': 192557, 'studyEnd': 217603}","post",230488,2623,292544,20392,145018,167139,192557,217603,"","Min",1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,2,3,0,0.5,0,1.83333333333333,2,-500,1700,1200,0,2000,2000,-9300,10000,700,0,600,600,0,400,400,0,700,700,0,900,900,-1100,1500,400,300,200,500,0,800,800,0,800,800,0,400,400,0,900,900,-9300,10000,700,300,200,500,0,600,600,-1100,1500,400,0,2000,2000,-500,1700,1200,0,700,700,1880,820,-1060,0,1,0,0,0,0,0.166666666666667,29
"148",177,1997,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Extremely","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Yes","Associate degree or lower","Male",2,"False",-1,2500,8,"False",-1,2000,10,"False",-1,2100,4,"False",-1,2400,1,"False",-1,3000,9,"False",-1,2300,6,"False",-1,2100,7,"False",-1,1300,5,"False",-1,2000,3,"False",-1,2200,"$60,000-$79,999","Not at all","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Mean","5ef602a215622928f9abc045","Caucasian","605ab79fd090b9f26db819c0","605990fadf3c32e5e48028c8","{'attCheckEnd': 225145, 'consentEnd': 20423, 'demographicsEnd': 298606, 'introEnd': 57760, 'study0End': 166002, 'study1End': 179116, 'study2End': 198913, 'studyEnd': 213066}","post",225145,20423,298606,57760,166002,179116,198913,213066,"","Median",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666666666667,2,0,2500,2500,0,2000,2000,0,2100,2100,0,2400,2400,0,3000,3000,0,2300,2300,0,2100,2100,0,1300,1300,0,2000,2000,0,2200,2200,0,2000,2000,0,2100,2100,0,2200,2200,0,2400,2400,0,2000,2000,0,2100,2100,0,3000,3000,0,2300,2300,0,1300,1300,0,2500,2500,2190,2190,0,0,0,0,0,0,0,0,24
"149",179,2000,"Slightly","Moderately","Moderately","Somewhat","Somewhat","Moderately","Extremely","No","Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","No","Some college","Female",8,"True",4000,1000,6,"True",2000,1500,7,"False",2000,2000,2,"False",2000,900,5,"False",2000,500,9,"True",2100,1300,3,"False",2100,400,10,"False",2100,1200,1,"False",2100,1500,4,"False",2100,500,"$40,000-$59,999","Somewhat","Slightly","Moderately","Somewhat","Somewhat","Slightly","Moderately","Somewhat","Slightly","Moderately","Moderately","Somewhat","Extremely","Somewhat liberal","No","Min","5efb57c94e1b640aa6691f71","Caucasian","6059b69892b28def04336ba5","605990fadf3c32e5e48028c8","{'attCheckEnd': 186921, 'consentEnd': 1777, 'demographicsEnd': 226536, 'introEnd': 19663, 'study0End': 127464, 'study1End': 143735, 'study2End': 160016, 'studyEnd': 171472}","post",186921,1777,226536,19663,127464,143735,160016,171472,"The images were perfect.","Min",1,3,3,2,2,3,4,3,2,1,3,3,2,4,2,1,3,2,2,1,2.33333333333333,2.33333333333333,1.83333333333333,4,-3000,4000,1000,-500,2000,1500,0,2000,2000,0,900,900,0,500,500,-800,2100,1300,0,400,400,0,1200,1200,0,1500,1500,0,500,500,-3000,4000,1000,0,1200,1200,0,400,400,0,500,500,0,500,500,-500,2000,1500,0,1500,1500,-800,2100,1300,0,2000,2000,0,900,900,1510,1080,-430,2,1,3,3,1,1,1.83333333333333,21
"150",180,2000,"Slightly","Somewhat","Somewhat","Extremely","Moderately","Moderately","Extremely","Yes","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","No","Associate degree or lower","Female",5,"True",900,4000,1,"False",900,5600,10,"False",900,3600,7,"False",900,4100,4,"False",900,6700,6,"False",900,4900,8,"False",900,6200,9,"True",5300,4800,2,"False",5300,5800,3,"True",4400,5700,"Less than $20,000","Moderately","Slightly","Somewhat","Moderately","Somewhat","Somewhat","Somewhat","Slightly","Somewhat","Slightly","Somewhat","Slightly","Moderately","Somewhat conservative","No","Max","5efbc4e26529bc16ab7711d1","Caucasian","605a96b46600e76f96596b31","605990fadf3c32e5e48028c8","{'attCheckEnd': 284184, 'consentEnd': 10272, 'demographicsEnd': 371909, 'introEnd': 65021, 'study0End': 182427, 'study1End': 207142, 'study2End': 245900, 'studyEnd': 269233}","post",284184,10272,371909,65021,182427,207142,245900,269233,"","Max",1,2,2,4,3,3,4,2,1,2,1,2,1,3,3,1,2,3,2,2,2.5,1.5,2.16666666666667,3.5,3100,900,4000,0,5600,5600,0,3600,3600,0,4100,4100,0,6700,6700,0,4900,4900,0,6200,6200,-500,5300,4800,0,5800,5800,1300,4400,5700,0,6200,6200,0,3600,3600,1300,4400,5700,0,6700,6700,3100,900,4000,0,4900,4900,0,5600,5600,-500,5300,4800,0,4100,4100,0,5800,5800,4750,5140,390,1,1,1,1,3,3,1.66666666666667,21
"151",182,1971,"Moderately","Moderately","Slightly","Moderately","Moderately","Somewhat","Somewhat","No","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","No","Some college","Male",7,"False",-1,300,3,"True",2300,1900,2,"False",2300,2800,5,"False",2300,8700,1,"False",2300,7600,8,"False",2300,8100,10,"False",2300,6400,6,"False",2300,6900,4,"False",2300,8100,9,"False",2300,7300,"$80,000-$99,999","Somewhat","Slightly","Moderately","Moderately","Moderately","Somewhat","Not at all","Not at all","Not at all","Slightly","Not at all","Slightly","Somewhat","Somewhat liberal","No","Mean","5f0791275c6a563c3909dc56","Caucasian","605a96e3c7b4778f978f7f64","605990fadf3c32e5e48028c8","{'attCheckEnd': 157104, 'consentEnd': 3916, 'demographicsEnd': 297822, 'introEnd': 16561, 'study0End': 93172, 'study1End': 113202, 'study2End': 133166, 'studyEnd': 146525}","post",157104,3916,297822,16561,93172,113202,133166,146525,"","Median",3,3,1,3,3,2,2,0,0,0,1,0,1,2,2,1,3,3,3,2,2.5,0.333333333333333,2.33333333333333,2,0,300,300,-400,2300,1900,0,2800,2800,0,8700,8700,0,7600,7600,0,8100,8100,0,6400,6400,0,6900,6900,0,8100,8100,0,7300,7300,0,8100,8100,0,6400,6400,-400,2300,1900,0,8100,8100,0,8700,8700,0,6900,6900,0,7600,7600,0,7300,7300,0,300,300,0,2800,2800,5850,5810,-40,2,0,1,1,1,1,1,50
"152",183,2001,"Moderately","Not at all","Not at all","Slightly","Not at all","Not at all","Moderately","Yes","Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Yes","Associate degree or lower","Female",9,"False",-1,500,1,"False",-1,2500,2,"True",2400,3000,7,"False",2400,800,6,"False",2400,2400,5,"False",2400,2300,8,"False",2400,4100,4,"False",2400,5800,3,"False",2400,6200,10,"False",2400,5900,"$100,000-$150,000","Not at all","Not at all","Slightly","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Max","5f081d1c3f66b445d217bbb9","Asian","605a969d0e3453b1bcdc7cb7","605990fadf3c32e5e48028c8","{'attCheckEnd': 148770, 'consentEnd': 8739, 'demographicsEnd': 200913, 'introEnd': 18936, 'study0End': 86231, 'study1End': 108406, 'study2End': 122683, 'studyEnd': 134939}","post",148770,8739,200913,18936,86231,108406,122683,134939,"I thought they were passable as real art.","Max",3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0.666666666666667,0,0.5,1.5,0,500,500,0,2500,2500,600,2400,3000,0,800,800,0,2400,2400,0,2300,2300,0,4100,4100,0,5800,5800,0,6200,6200,0,5900,5900,0,4100,4100,0,5900,5900,0,6200,6200,0,5800,5800,0,2300,2300,0,2400,2400,0,2500,2500,0,500,500,0,800,800,600,2400,3000,3290,3350,60,2,1,2,3,3,2,2.16666666666667,20
"153",184,1980,"Somewhat","Somewhat","Slightly","Moderately","Somewhat","Moderately","Slightly","No","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","No","Graduate degree","Female",9,"True",8800,600,8,"False",8800,2000,5,"False",8800,1700,3,"False",8800,200,10,"False",8800,300,2,"False",8800,100,6,"False",8800,3600,1,"False",8800,1400,7,"False",8800,100,4,"False",8800,1500,"More than $150,000","Somewhat","Somewhat","Slightly","Somewhat","Slightly","Slightly","Slightly","Somewhat","Slightly","Slightly","Slightly","Somewhat","Slightly","Moderate","No","Min","5f095db6fc8e5a1e2271dc47","Asian","605a95b4680b11d2788fabc2","605990fadf3c32e5e48028c8","{'attCheckEnd': 152264, 'consentEnd': 3707, 'demographicsEnd': 184168, 'introEnd': 26894, 'study0End': 105618, 'study1End': 119268, 'study2End': 134928, 'studyEnd': 146276}","post",152264,3707,184168,26894,105618,119268,134928,146276,"","Min",2,2,1,3,2,3,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2.16666666666667,1.33333333333333,1.5,1,-8200,8800,600,0,2000,2000,0,1700,1700,0,200,200,0,300,300,0,100,100,0,3600,3600,0,1400,1400,0,100,100,0,1500,1500,0,2000,2000,0,300,300,0,200,200,0,1500,1500,0,1700,1700,0,3600,3600,0,1400,1400,-8200,8800,600,0,100,100,0,100,100,1970,1150,-820,3,1,2,2,2,3,2.16666666666667,41
"154",185,1998,"Somewhat","Slightly","Extremely","Somewhat","Somewhat","Slightly","Somewhat","No","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","No","Some college","Male",1,"True",3500,600,3,"True",1600,700,8,"True",3000,600,2,"False",3000,600,5,"True",2000,500,10,"False",2000,800,7,"True",1100,700,6,"True",2400,700,4,"False",2400,700,9,"True",700,500,"$80,000-$99,999","Not at all","Slightly","Somewhat","Moderately","Somewhat","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","Conservative","No","Min","5f0e9896f5e4e11e12c8f5ac","Caucasian","605aba74e854c8b53dad200f","605990fadf3c32e5e48028c8","{'attCheckEnd': 162272, 'consentEnd': 1556, 'demographicsEnd': 199320, 'introEnd': 12501, 'study0End': 99937, 'study1End': 111005, 'study2End': 122187, 'studyEnd': 152121}","post",162272,1556,199320,12501,99937,111005,122187,152121,"I was extremely surprised to find out that all the images were created by an AI program.  I thought they looked very legitimate. ","Min",2,1,4,2,2,1,2,0,0,0,0,0,0,3,0,1,2,3,2,1,2,0,1.5,2.5,-2900,3500,600,-900,1600,700,-2400,3000,600,0,600,600,-1500,2000,500,0,800,800,-400,1100,700,-1700,2400,700,0,700,700,-200,700,500,-2400,3000,600,0,800,800,-900,1600,700,0,700,700,-1500,2000,500,-1700,2400,700,-2900,3500,600,-200,700,500,-400,1100,700,0,600,600,1640,640,-1000,1,0,2,2,0,1,1,23
"155",186,2000,"Not at all","Slightly","Somewhat","Slightly","Not at all","Slightly","Extremely","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Female",6,"False",-1,9000,8,"False",-1,6000,7,"False",-1,1000,9,"False",-1,7500,1,"False",-1,4200,3,"False",-1,3200,5,"False",-1,8300,2,"False",-1,600,10,"False",-1,4300,4,"False",-1,2600,"$80,000-$99,999","Not at all","Not at all","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","Max","5f127bf1c550c71c839454f6","Caucasian","605ab8b43089f081b8e953af","605990fadf3c32e5e48028c8","{'attCheckEnd': 141394, 'consentEnd': 1819, 'demographicsEnd': 185530, 'introEnd': 21964, 'study0End': 90382, 'study1End': 110601, 'study2End': 121322, 'studyEnd': 131875}","post",141394,1819,185530,21964,90382,110601,121322,131875,"They were really impressive for a computer!","Max",0,1,2,1,0,1,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0.833333333333333,0,0.5,2.5,0,9000,9000,0,6000,6000,0,1000,1000,0,7500,7500,0,4200,4200,0,3200,3200,0,8300,8300,0,600,600,0,4300,4300,0,2600,2600,0,6000,6000,0,4300,4300,0,3200,3200,0,2600,2600,0,8300,8300,0,9000,9000,0,4200,4200,0,7500,7500,0,1000,1000,0,600,600,4670,4670,0,0,0,3,1,0,0,0.666666666666667,21
"156",187,2000,"Somewhat","Moderately","Somewhat","Moderately","Somewhat","Moderately","Moderately","No","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","No","Some college","Female",1,"False",-1,5500,2,"False",-1,3200,7,"True",1700,2000,8,"False",1700,3000,10,"False",1700,1700,6,"False",1700,2200,3,"False",1700,2900,9,"False",1700,3400,5,"False",1700,5000,4,"False",1700,3000,"$40,000-$59,999","Moderately","Moderately","Moderately","Moderately","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Moderately","Somewhat liberal","No","Mean","5f1706b685408e02fee0bca4","Caucasian","6059b1b4f1911e5edd70df90","605990fadf3c32e5e48028c8","{'attCheckEnd': 197506, 'consentEnd': 7913, 'demographicsEnd': 251019, 'introEnd': 23925, 'study0End': 138570, 'study1End': 154117, 'study2End': 167255, 'studyEnd': 182421}","post",197506,7913,251019,23925,138570,154117,167255,182421,"I liked the images. They were varied and interesting to discover.","Median",2,3,2,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2.5,2,2.66666666666667,3,0,5500,5500,0,3200,3200,300,1700,2000,0,3000,3000,0,1700,1700,0,2200,2200,0,2900,2900,0,3400,3400,0,5000,5000,0,3000,3000,0,3000,3000,0,1700,1700,0,2900,2900,0,3000,3000,0,5000,5000,0,2200,2200,0,5500,5500,0,3400,3400,300,1700,2000,0,3200,3200,3160,3190,30,2,2,3,2,3,2,2.33333333333333,21
"157",188,1947,"Somewhat","Moderately","Slightly","Moderately","Somewhat","Somewhat","Extremely","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Bachelor's degree or lower","Male",5,"False",-1,1000,4,"False",-1,1500,6,"False",-1,1500,9,"False",-1,2000,7,"False",-1,1200,10,"False",-1,2000,3,"False",-1,1000,2,"False",-1,800,8,"False",-1,2100,1,"False",-1,3000,"More than $150,000","Somewhat","Not at all","Extremely","Somewhat","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Min","5f1b393d97ebc70d80a26748","Caucasian","605ac301f3e301f720c28da8","605990fadf3c32e5e48028c8","{'attCheckEnd': 726845, 'consentEnd': 57447, 'demographicsEnd': 796644, 'introEnd': 117893, 'study0End': 568328, 'study1End': 597680, 'study2End': 649678, 'studyEnd': 713798}","post",726845,57447,796644,117893,568328,597680,649678,713798,"Several of the images were beautiful - evaluated them on how much i would like them in my house

I am going to write more, however i will use the ""contact researcher"" instead of this text box - i dont want the survey to ""time out"" on me

intriguing research/study/survey - a please to take and i enjoyed the questions and thoughts it generated","Min",2,3,1,3,2,2,4,0,0,0,0,0,0,0,2,0,4,2,4,0,2.16666666666667,0,2,2,0,1000,1000,0,1500,1500,0,1500,1500,0,2000,2000,0,1200,1200,0,2000,2000,0,1000,1000,0,800,800,0,2100,2100,0,3000,3000,0,2100,2100,0,2000,2000,0,1000,1000,0,1500,1500,0,1000,1000,0,1500,1500,0,3000,3000,0,2000,2000,0,1200,1200,0,800,800,1610,1610,0,0,0,0,0,0,0,0,74
"158",190,2001,"Somewhat","Somewhat","Extremely","Somewhat","Slightly","Moderately","Moderately","Yes","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Yes","High school or lower","Male",6,"False",-1,6800,5,"False",-1,3700,4,"False",-1,6100,2,"False",-1,3000,7,"False",-1,1000,3,"False",-1,8000,10,"False",-1,10000,8,"False",-1,9500,1,"False",-1,7700,9,"False",-1,5500,"Less than $20,000","Slightly","Not at all","Slightly","Slightly","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Max","5f21c29511084913913af654","Caucasian","6059bc08830041a72a1f6488","605990fadf3c32e5e48028c8","{'attCheckEnd': 180427, 'consentEnd': 13109, 'demographicsEnd': 326725, 'introEnd': 35931, 'study0End': 109018, 'study1End': 136233, 'study2End': 148227, 'studyEnd': 164478}","post",180427,13109,326725,35931,109018,136233,148227,164478,"They are pretty nice, some I would hang on my wall","Max",2,2,4,2,1,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,2.33333333333333,0,0.666666666666667,1.5,0,6800,6800,0,3700,3700,0,6100,6100,0,3000,3000,0,1000,1000,0,8000,8000,0,10000,10000,0,9500,9500,0,7700,7700,0,5500,5500,0,9500,9500,0,10000,10000,0,8000,8000,0,6100,6100,0,3700,3700,0,6800,6800,0,7700,7700,0,5500,5500,0,1000,1000,0,3000,3000,6130,6130,0,1,1,1,1,1,2,1.16666666666667,20
"159",191,1986,"Slightly","Not at all","Slightly","Slightly","Not at all","Not at all","Extremely","No","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","No","Graduate degree","Male",9,"False",-1,400,10,"False",-1,200,1,"False",-1,700,4,"False",-1,100,3,"False",-1,300,6,"False",-1,1000,5,"False",-1,100,2,"False",-1,500,7,"False",-1,200,8,"False",-1,600,"$100,000-$150,000","Not at all","Not at all","Slightly","Not at all","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","Mean","5f24629d239fcb02d69a18d1","Caucasian","605d2ada853257bfcbce713f","605990fadf3c32e5e48028c8","{'attCheckEnd': 305377, 'consentEnd': 6657, 'demographicsEnd': 416331, 'introEnd': 25878, 'study0End': 231445, 'study1End': 254673, 'study2End': 271847, 'studyEnd': 294652}","post",305377,6657,416331,25878,231445,254673,271847,294652,"I thought the images were really nice, but I didn't think they were actually created by AI. That takes a lot of the value away for me.","Median",1,0,1,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0.5,0,0.333333333333333,2.5,0,400,400,0,200,200,0,700,700,0,100,100,0,300,300,0,1000,1000,0,100,100,0,500,500,0,200,200,0,600,600,0,600,600,0,200,200,0,300,300,0,100,100,0,100,100,0,1000,1000,0,700,700,0,400,400,0,200,200,0,500,500,410,410,0,3,1,3,2,0,1,1.66666666666667,35
